metric,scope,dimensions,unit,description,chart_type,labels,plugin,module
exchange.workload_yielded_tasks,exchange workload,yielded,tasks/s,"Workload yielded tasks",line,workload,go.d.plugin,windows
exchange.workload_activity_status,exchange workload,"active, paused",status,"Workload activity status",line,workload,go.d.plugin,windows
exchange.ldap_long_running_ops_per_sec,ldap process,long-running,operations/s,"Long Running LDAP operations",line,workload,go.d.plugin,windows
exchange.ldap_read_time,ldap process,read,seconds,"Time to send an LDAP read request and receive a response",line,workload,go.d.plugin,windows
exchange.ldap_search_time,ldap process,search,seconds,"Time to send an LDAP search request and receive a response",line,workload,go.d.plugin,windows
exchange.ldap_write_time,ldap process,write,seconds,"Time to send an LDAP search request and receive a response",line,workload,go.d.plugin,windows
exchange.ldap_timeout_errors,ldap process,timeout,errors/s,"LDAP timeout errors",line,workload,go.d.plugin,windows
exchange.http_proxy_avg_auth_latency,http proxy,latency,seconds,"Average time spent authenticating CAS",line,workload,go.d.plugin,windows
exchange.http_proxy_avg_cas_processing_latency_sec,http proxy,latency,seconds,"Average time spent authenticating CAS",line,workload,go.d.plugin,windows
exchange.http_proxy_mailbox_proxy_failure_rate,http proxy,failures,percentage,"Percentage of failures between this CAS and MBX servers",line,workload,go.d.plugin,windows
exchange.http_proxy_mailbox_server_locator_avg_latency_sec,http proxy,latency,seconds,"Average latency of MailboxServerLocator web service calls",line,workload,go.d.plugin,windows
exchange.http_proxy_outstanding_proxy_requests,http proxy,outstanding,requests,"Concurrent outstanding proxy requests",line,workload,go.d.plugin,windows
exchange.http_proxy_requests,http proxy,processed,requests/s,"Number of proxy requests processed each second",line,workload,go.d.plugin,windows
